"Seba","Jaime A.","Coming Out: Telling Family and Friends","Discusses the issues faced by gays when coming out to friends and family and draws on the personal experiences of others to offer advice and support for everyone involved in the process.","nullLGBT, Young Adult, Gay, Lesbian"
"Uhlberg","Myron","A Storm Called Katrina","When Hurricane Katrina hits, Louis' dad leads the family into an unfamiliar, watery world of floating debris, lurking critters, and desperate neighbors. When Daddy fails to return from a scouting mission within the SuperDome, Louis knows he is no longer a baby. It's up to him to find Daddy--with the help of his prized cornet. Illustrations.","nullPicture Books, Historical Fiction, Childrens, Realistic Fiction, Family, Fiction, African American"
"Bowman","Akemi Dawn","Summer Bird Blue","Rumi Seto spends a lot of time worrying she doesn’t have the answers to everything. What to eat, where to go, whom to love. But there is one thing she is absolutely sure of—she wants to spend the rest of her life writing music with her younger sister, Lea.  Then Lea dies in a car accident, and her mother sends her away to live with her aunt in Hawaii while she deals with her own grief. Now thousands of miles from home, Rumi struggles to navigate the loss of her sister, being abandoned by her mother, and the absence of music in her life. With the help of the “boys next door”—a teenage surfer named Kai, who smiles too much and doesn’t take anything seriously, and an eighty-year-old named George Watanabe, who succumbed to his own grief years ago—Rumi attempts to find her way back to her music, to write the song she and Lea never had the chance to finish.  Aching, powerful, and unflinchingly honest, explores big truths about insurmountable grief, unconditional love, and how to forgive even when it feels impossible.","nullContemporary, Young Adult, LGBT, Queer, Fiction, Mental Health, Young Adult Contemporary"
"Wittlinger","Ellen","Parrotfish","""Last week I cut my hair, bought some boys' clothes and shoes, wrapped a large ACE bandage around my chest to flatten my fortunately-not-large breasts, and began looking for a new name."" Angela Katz-McNair has never felt quite right as a girl. Her whole life is leading up to the day she decides to become Grady, a guy. While coming out as transgender feels right to Grady, he isn't prepared for the reaction he gets from everyone else. His mother is upset, his younger sister is mortified, and his best friend, Eve, won't acknowledge him in public. Why can't people just let Grady be himself? Grady's life is miserable until he finds friends in some unexpected places -- like the school geek, Sebastian, who explains that there is precedent in the natural world (parrotfish change gender when they need to, and the newly male fish are the alpha males), and Kita, a senior who might just be Grady's first love.","nullLGBT, Young Adult, Queer, Fiction, Transgender, Realistic Fiction, Contemporary"
"Winters","Julian","The Summer of Everything","",""
"Pierce","Tamora","Mastiff (Beka Cooper Series)","The Hunt is on!  Three years have passed since Beka Cooper almost died in the sewers of Port Caynn, and she is now a respected member of the Provost's Guard. But her life takes an unexpected turn when her fiancé is killed on a slave raid. Beka is faced with a mixture of emotions as, unbeknownst to many, she was about to call the engagement off.  It is as Beka is facing these feelings that Lord Gershom appears at her door. Within hours, Beka; her partner, Tunstall; her scent hound, Achoo; and an unusual but powerful mage are working on an extremely secretive case that threatens the future of the Tortallan royal family, and therefore the entire Tortallan government. As Beka delves deeper into the motivations of the criminals she now Hunts, she learns of deep-seated political dissatisfaction, betrayal, and corruption. These are people with power, money, and influence. They are able to hire the most skilled of mages, well versed in the darkest forms of magic. And they are nearly impossible to identify.  This case - a Hunt that will take her to places she's never been - will challenge Beka's tracking skills beyond the city walls, as well as her ability to judge exactly whom she can trust with her life and country's future.","nullFantasy, Young Adult, Fiction, Magic, Young Adult Fantasy, Mystery, Adventure"
"Rankine","Claudia","Citizen: An American Lyric","A provocative meditation on race, Claudia Rankine's long-awaited follow up to her groundbreaking book Don't Let Me Be Lonely: An American Lyric.  Claudia Rankine's bold new book recounts mounting racial aggressions in ongoing encounters in twenty-first-century daily life and in the media. Some of these encounters are slights, seeming slips of the tongue, and some are intentional offensives in the classroom, at the supermarket, at home, on the tennis court with Serena Williams and the soccer field with Zinedine Zidane, online, on TV-everywhere, all the time. The accumulative stresses come to bear on a person's ability to speak, perform, and stay alive. Our addressability is tied to the state of our belonging, Rankine argues, as are our assumptions and expectations of citizenship. In essay, image, and poetry, is a powerful testament to the individual and collective effects of racism in our contemporary, often named ""post-race"" society.","nullPoetry, Nonfiction, Race, Essays, Social Justice, Politics, African American"
"McLemore","Anna-Marie","Dark and Deepest Red","Summer, 1518. A strange sickness sweeps through Strasbourg: women dance in the streets, some until they fall down dead. As rumors of witchcraft spread, suspicion turns toward Lavinia and her family, and Lavinia may have to do the unimaginable to save herself and everyone she loves.  Five centuries later, a pair of red shoes seal to Rosella Oliva’s feet, making her dance uncontrollably. They draw her toward a boy who knows the dancing fever’s history better than anyone: Emil, whose family was blamed for the fever five hundred years ago. But there’s more to what happened in 1518 than even Emil knows, and discovering the truth may decide whether Rosella survives the red shoes.  With McLemore's signature lush prose, pairs the forbidding magic of a fairy tale with a modern story of passion and betrayal.","nullFantasy, Young Adult, Historical Fiction, LGBT, Retellings, Magical Realism, Historical"
"Bruchac","Joseph","The First Strawberries","From an award-winning Native American storyteller comes this captivating re-telling of a Cherokee legend, which explains how strawberries came to be. Long ago, the first man and woman quarreled. The woman left in anger, but the Sun sent tempting berries to Earth to slow the wife's retreat. Luminous paintings perfectly complement the simple, lyrical text.  ""Complete harmony of text and pictures: altogether lovely."" -- Kirkus Reviews, pointer review  Joseph Bruchac is an award-winning storyteller whose books for children include Eagle Song, Children of the Longhouse, and (all Dial). He lives in Greenfield Center, New York. Anna Vojtech lives in Marblehead, Massachusetts.","nullPicture Books, Native American, Childrens, Indigenous, Cultural, Folklore, Fiction"
"Knowles","Jo","Pearl","Bean (née Pearl) and Henry, misfits and best friends, have the strangest mothers in town. Henry’s mom Sally never leaves the house. Bean’s mom Lexie, if she is home, is likely nursing a hangover or venting to her friend Claire about Bean’s beloved grandfather Gus, the third member of their sunny household.  Gus’s death unleashes a host of family secrets that brings them all together. And they threaten to change everything—including Bean’s relationship with Henry, her first friend, and who also might turn out to be her first love.","nullYoung Adult, Realistic Fiction, Fiction, Romance, Contemporary, Teen, Death"
"Bardoe","Cheryl","Nothing Stopped Sophie: The Story of Unshakable Mathematician Sophie Germain","The true story of eighteenth-century mathematician Sophie Germain, who solved the unsolvable to achieve her dream.  When her parents took away her candles to keep their young daughter from studying math...nothing stopped Sophie. When a professor discovered that the homework sent to him under a male pen name came from a woman...nothing stopped Sophie. And when she tackled a math problem that male scholars said would be impossible to solve...still, nothing stopped Sophie.  For six years Sophie Germain used her love of math and her undeniable determination to test equations that would predict patterns of vibrations. She eventually became the first woman to win a grand prize from France's prestigious Academy of Sciences for her formula, which laid the groundwork for much of modern architecture (and can be seen in the book's illustrations).  Award-winning author Cheryl Bardoe's inspiring and poetic text is brought to life by acclaimed artist Barbara McClintock's intricate pen-and-ink, watercolor, and collage illustrations in this true story about a woman who let nothing stop her.","nullPicture Books, Biography, Mathematics, Nonfiction, History, Childrens, Science"
"Dietrich","Cale","The Friend Scheme","Part thriller, part romance, The Friend Scheme is another twisty #ownvoices YA novel from Cale Dietrich, author of The Love Interest.  High schooler Matt's father is rich, powerful, and seemingly untouchable—a criminal with high hopes that his son will follow in his footsteps. Matt's older brother Luke seems poised to do just that, with a bevy of hot girls in tow. But Matt has other ambitions—and attractions.  And attraction sometimes doesn't allow for good judgement. Matt wouldn't have guessed that when he makes a new friend, one who is also carrying a secret. The boys' connection turns romantic, a first for both. Now Matt must decide if he can ever do the impossible and come clean about who he really is, and who he is meant to love.","nullLGBT, Romance, Young Adult, Contemporary, Queer, Gay, Thriller"
"Spalding","Amy","We Used to Be Friends","Two best friends grow up—and grow apart—in this innovative contemporary YA novel   Told in dual timelines—half of the chapters moving forward in time and half moving backward—We Used to Be Friends explores the most traumatic breakup of all: that of childhood besties. At the start of their senior year in high school, James (a girl with a boy’s name) and Kat are inseparable, but by graduation, they’re no longer friends. James prepares to head off to college as she reflects on the dissolution of her friendship with Kat while, in alternating chapters, Kat thinks about being newly in love with her first girlfriend and having a future that feels wide open. Over the course of senior year, Kat wants nothing more than James to continue to be her steady rock, as James worries that everything she believes about love and her future is a lie when her high-school sweetheart parents announce they’re getting a divorce. Funny, honest, and full of heart, tells of the pains of growing up and growing apart.  ","nullYoung Adult, Contemporary, LGBT, Fiction, Romance, Lesbian, Audiobook"
"Ostertag","Molly Knox","The Witch Boy (The Witch Boy Series)","From the illustrator of the web comic Strong Female Protagonist comes a debut middle-grade graphic novel about family, identity, courage -- and magic. In thirteen-year-old Aster's family, all the girls are raised to be witches, while boys grow up to be shapeshifters. Anyone who dares cross those lines is exiled. Unfortunately for Aster, he still hasn't shifted . . . and he's still fascinated by witchery, no matter how forbidden it might be. When a mysterious danger threatens the other boys, Aster knows he can help -- as a witch. It will take the encouragement of a new friend, the non-magical and non-conforming Charlie, to convince Aster to try practicing his skills. And it will require even more courage to save his family . . . and be truly himself.","nullGraphic Novels, Fantasy, Middle Grade, Comics, LGBT, Queer, Young Adult"
"Capetta","Amy Rose","Once & Future","",""
"Dee","Barbara","Maybe He Just Likes You","A 2020 ALA Notable Children’s Book A Washington Post Best Children’s Book of 2019  Barbara Dee explores the subject of #MeToo for the middle grade audience in this heart-wrenching—and ultimately uplifting—novel about experiencing harassment and unwanted attention from classmates.  For seventh-grader Mila, it starts with some boys giving her an unwanted hug on the school blacktop. A few days later, at recess, one of the boys (and fellow trumpet player) Callum tells Mila it’s his birthday, and asks her for a “birthday hug.” He’s just being friendly, isn’t he? And how can she say no? But Callum’s hug lasts a few seconds too long, and feels…weird. According to her friend, Zara, Mila is being immature and overreacting. Doesn’t she know what flirting looks like?  But the boys don’t leave Mila alone. On the bus. In the halls. During band practice—the one place Mila could always escape.  It doesn’t feel like flirting—so what is it? Thanks to a chance meeting, Mila begins to find solace in a new karate class. Slowly, with the help of a fellow classmate, Mila learns how to stand her ground and how to respect others—and herself.  From the author of Everything I Know About You , Halfway Normal , and Star-Crossed comes this timely story of a middle school girl standing up and finding her voice.”","nullMiddle Grade, Realistic Fiction, Fiction, Young Adult, Contemporary, Audiobook, Childrens"
"Ogden","Charlie","Identity and Gender","This empowering book talks about how family, culture, and values shape our identities and that it is important to be happy with who you are. Identities are the ways that people think about and see themselves. Gender often makes up a large part of our identity. Whether male or female, a person's gender is more about which sex they strongly identify themselves as being. An activity encourages further discussion.","nullLGBT"
"Butler","Dori Hillestad","King & Kayla and the Case of the Secret Code (King & Kayla Series)","",""
"Do","Anh","WeirDo Series: Planet Weird","HAPPY BIRTHDAY TO MEEEEE! Not only is it PLANET DAY, it’s also Weir Do’s BIRTHDAY!  And his party’s going to be so HUGE you’ll see it from space! It won’t be easy... but it will be FUNNY!","nullChildrens"
"Morales","Yuyi","Niño Wrestles the World (Niño Series)","Señoras y Señores, put your hands together for the fantastic, spectacular, one of a kind . . . Niño!  Fwap! Slish! Bloop! Krunch! He takes down his competition in a single move!  No opponent is too big a challenge for the cunning skills of Niño—popsicle eater, toy lover, somersault expert, and world champion lucha libre competitor!  A Neal Porter Book","nullPicture Books, Childrens, Cultural, Fiction, Humor, Realistic Fiction, Sports"
"Myracle","Lauren","Kissing Kate","Kate was Lissa's best friend. They've shared everything for four years. Then one night at a drunken party, Kate leaned in to kiss Lissa, and Lissa kissed her back. And now Kate is pretending Lissa doesn't exist. Confused and alone, Lissa's left questioning everything she thought she knew about herself, and about life. But with the help of a free-spirit new friend, Lissa's beginning to find the strength to realize that sometimes falling in love with the wrong person is the only way to find your footing.","nullYoung Adult, LGBT, Romance, Queer, Fiction, Contemporary, Lesbian"
"Yousafzai","Malala","Malala's Magic Pencil","Nobel Peace Prize winner and New York Times bestselling author Malala Yousafzai's first picture book, inspired by her own childhood.  Malala's first picture book will inspire young readers everywhere to find the magic all around them.  As a child in Pakistan, Malala made a wish for a magic pencil. She would use it to make everyone happy, to erase the smell of garbage from her city, to sleep an extra hour in the morning. But as she grew older, Malala saw that there were more important things to wish for. She saw a world that needed fixing. And even if she never found a magic pencil, Malala realized that she could still work hard every day to make her wishes come true.  This beautifully illustrated volume tells Malala's story for a younger audience and shows them the worldview that allowed Malala to hold on to hope even in the most difficult of times.","nullPicture Books, Biography, Nonfiction, Childrens, Memoir, Feminism, Cultural"
"Gruen","Sara","Water for Elephants","When Jacob Jankowski, recently orphaned and suddenly adrift, jumps onto a passing train, he enters a world of freaks, drifters, and misfits, a second-rate circus struggling to survive during the Great Depression, making one-night stands in town after endless town. A veterinary student who almost earned his degree, Jacob is put in charge of caring for the circus menagerie. It is there that he meets Marlena, the beautiful young star of the equestrian act, who is married to August, the charismatic but twisted animal trainer. He also meets Rosie, an elephant who seems untrainable until he discovers a way to reach her.  Beautifully written, Water for Elephants is illuminated by a wonderful sense of time and place. It tells a story of a love between two people that overcomes incredible odds in a world in which even love is a luxury that few can afford.","nullFiction, Historical Fiction, Romance, Historical, Adult, Adult Fiction, Contemporary"
"Walther","K. L.","If We Were Us","Everyone at the prestigious Bexley School believes that Sage Morgan and Charlie Carmichael are meant to be....that it’s just a matter of time until they realize that they are actually in love.  When Luke Morrissey shows up on the Bexley campus his presence immediately shakes things up. Charlie and Luke are drawn to each other the moment they meet, giving Sage the opportunity to steal away to spend time with Charlie’s twin brother, Nick.  But Charlie is afraid of what others will think if he accepts that he has much more than a friendship with Luke. And Sage fears that things with Nick are getting too serious too quickly. The duo will need to rely on each other and their lifelong friendship to figure things out with the boys they love.","nullRomance, Young Adult, LGBT, Contemporary, Queer, Fiction, Young Adult Romance"
"Lund","Cameron","The Best Laid Plans","","null"
"Ten Boom","Corrie","The Hiding Place: The Triumphant True Story of Corrie Ten Boom","At one time Corrie ten Boom would have laughed at the idea that there would ever be a story to tell. For the first fifty years of her life nothing at all out of the ordinary had ever happened to her. She was an old-maid watchmaker living contentedly with her spinster sister and their elderly father in the tiny Dutch house over their shop. Their uneventful days, as regulated as their own watches, revolved around their abiding love for one another. However, with the Nazi invasion and occupation of Holland, a story did ensue.  Corrie ten Boom and her family became leaders in the Dutch Underground, hiding Jewish people in their home in a specially built room and aiding their escape from the Nazis. For their help, all but Corrie found death in a concentration camp. is their story.","nullNonfiction, Biography, History, Christian, Memoir, Classics, Holocaust"
"Gonzalez","Xelena","All Around Us","",""
"McCormick","Patricia","Sold","Lakshmi is a thirteen-year-old girl who lives with her family in a small hut in the mountains of Nepal. Her family is desperately poor, but her life is full of simple pleasures, like raising her black-and-white speckled goat, and having her mother brush her hair by the light of an oil lamp. But when the harsh Himalayan monsoons wash away all that remains of the family's crops, Lakshmi's stepfather says she must leave home and take a job to support her family.  He introduces her to a glamorous stranger who tells her she will find her a job as a maid working for a wealthy woman in the city. Glad to be able to help, Lakshmi undertakes the long journey to India and arrives at ""Happiness House"" full of hope. But she soon learns the unthinkable truth: she has been sold into prostitution.  An old woman named Mumtaz rules the brothel with cruelty and cunning. She tells Lakshmi that she is trapped there until she can pay off her family's debt—then cheats Lakshmi of her meager earnings so that she can never leave.  Lakshmi's life becomes a nightmare from which she cannot escape. Still, she lives by her mother's words—""Simply to endure is to triumph""—and gradually, she forms friendships with the other girls that enable her to survive in this terrifying new world. Then the day comes when she must make a decision—will she risk everything for a chance to reclaim her life?  Written in spare and evocative vignettes, this powerful novel renders a world that is as unimaginable as it is real, and a girl who not only survives but triumphs.","nullYoung Adult, Fiction, Realistic Fiction, Poetry, Banned Books, Historical Fiction, Contemporary"
"Rowell","Rainbow","Any Way the Wind Blows (Simon Snow Series)","In Carry On, Simon Snow and his friends realized that everything they thought they understood about the world might be wrong. And in Wayward Son, they wondered whether everything they understood about themselves might be wrong.  In Any Way the Wind Blows, Simon and Baz and Penelope and Agatha have to decide how to move forward.  For Simon, that means deciding whether he still wants to be part of the World of Mages -- and if he doesn't, what does that mean for his relationship with Baz? Meanwhile Baz is bouncing between two family crises and not finding any time to talk to anyone about his newfound vampire knowledge. Penelope would love to help, but she's smuggled an American Normal into London, and now she isn't sure what to do with him. And Agatha? Well, Agatha Wellbelove has had enough.  takes the gang back to England, back to Watford, and back to their families for their longest and most emotionally wrenching adventure yet.  This book is a . It tells secrets and answers questions and lays ghosts to rest.  was conceived as a book about Chosen One stories; is an ending about endings. About catharsis and closure, and how we choose to move on from the traumas and triumphs that try to define us.","nullFantasy, Young Adult, LGBT, Queer, Fiction, Audiobook, Magic"
"Tenold","Vegas","Everything You Love Will Burn: Inside the Rebirth of White Nationalism in America","The dark story of the shocking resurgence of white supremacist and nationalist groups, and their path to political power  Six years ago, when Vegas Tenold began reporting from the inner circle of three white power groups in America -- the KKK, the National Socialist Movement, and the Traditionalist Workers Party -- he found himself in the midst of small, disorganized groups operating well outside the mainstream.  But in the last few years, that has all changed. Their racially-motivated violence has been on open display at rallies in Charlottesville, Berkeley, Pikesville, Phoenix, and Boston. In response to economic grievances, anger over the presidency of Barack Obama and the visibility of Black Lives Matter, and egged on by the rhetoric of Donald Trump, membership is rising and national politicians are giving validation to these groups. One young man has emerged as a powerful figure: Matthew Heimbach of the Traditionalist Workers Party, who was once labeled the ""Little Führer"" by the Southern Poverty Law Center. Heimbach believes that cross burning and fight-ridden conventions are a waste of time. He understands political power, and has organized a coalition of white nationalists to bring these groups into the mainstream.  gives readers a front-row seat at violent white supremacist conventions, newly formed separatist communities, and backroom meetings with Republican operatives. We meet a neo-Nazi lieutenant and his daughter in Brooklyn's Sheepshead Bay; a bubbly, twenty-something Klanswoman in Tennessee; and a solemn skinhead recruit in Georgia, and learn about why they've tied their fates to these movements. By turns frightening and fascinating, shows us the future of hate in America.","nullNonfiction, Politics, History, Race, Audiobook, Sociology, American History"
"Thompson","Gare","Who Was Eleanor Roosevelt? (Who was...? Series)","For a long time, the main role of First Ladies was to act as hostesses of the White House...until Eleanor Roosevelt.  Born in 1884, Eleanor was not satisfied to just be a glorified hostess for her husband, President Franklin Delano Roosevelt.   Eleanor had a voice, and she used it to speak up against poverty and racism.  She had experience and knowledge of many issues, and fought for laws to help the less fortunate.  She had passion, energy, and a way of speaking that made people listen, and she used these gifts to campaign for her husband and get him elected president-four times!   A fascinating historical figure in her own right, Eleanor Roosevelt changed the role of First Lady forever.","nullBiography, Nonfiction, History, Childrens, Chapter Books, American History, Politics"
"Polacco","Patricia","In Our Mothers' House","Marmee, Meema, and the kids are just like any other family on the block. In their beautiful house, they cook dinner together, they laugh together, and they dance together. But some of the other families don't accept them. They say they are different. How can a family have two moms and no dad? But Marmee and Meema's house is full of love. And they teach their children that different doesn't mean wrong. And no matter how many moms or dads they have, they are everything a family is meant to be. Here is a true Polacco story of a family, living by their own rules, and the strength they gain by the love they feel.","nullPicture Books, LGBT, Family, Childrens, Banned Books, Adoption, Realistic Fiction"
"Frank","E. R.","Dime","The startling realities of teen prostitution are revealed in this eye-opening, heartbreaking story from the author of America, which Booklist called “a piercing, unforgettable novel” and Kirkus Reviews deemed “a work of sublime humanity.”  As a teen girl in Newark, New Jersey, lost in the foster care system, Dime just wants someone to care about her, to love her. A family. And that is exactly what she gets—a daddy and two “wifeys.” So what if she has to go out and earn some coins to keep her place? It seems a fair enough exchange for love.  Dime never meant to become a prostitute. It happened so gradually, she pretty much didn’t realize it was happening until it was too late.  But when a new “wifey” joins the family and Dime finds out that Daddy doesn’t love her the way she thought he did, will Dime have the strength to leave? And will Daddy let her?","nullYoung Adult, Fiction, Realistic Fiction, Contemporary, Abuse, Teen, Survival"
"Do","Anh","WeirDo Series: Splashy Weird!","The school swimming carnival is on and Weir isn’t looking forward to ANY of it! Not the TINY cozzies! Or getting water UP HIS NOSE! And especially not the RACING! Can Weir win for his team? It won’t be easy... but it will be FUNNY!","nullChildrens, Graphic Novels, Middle Grade"
"Hurston","Zora Neale","Their Eyes Were Watching God","Fair and long-legged, independent and articulate, Janie Crawford sets out to be her own person—no mean feat for a black woman in the '30s. Janie's quest for identity takes her through three marriages and into a journey back to her roots.","nullClassics, Fiction, Historical Fiction, School, African American, Literature, Feminism"
"Miedoso","Andrés","The Sleepwalking Snowman (Desmond Cole Ghost Patrol Series)","It’s Desmond and Andres versus a sneaky snowman in the seventh book of the Desmond Cole Ghost Patrol series!  There’s snow in the air and a sneaky snowman on the loose! When one of the local kids builds the perfect snowman, it comes to life…and not in a Frosty, sing-song kind of way. Now it’s up to Desmond and Andres to chill this overgrown snowball out before the whole town gets frozen.  With easy-to-read language and illustrations on almost every page, the Desmond Cole Ghost Patrol chapter books are perfect for emerging readers.","nullChapter Books, Childrens, Humor, Middle Grade"
"Rooney","Sally","Normal People","At school Connell and Marianne pretend not to know each other. He’s popular and well-adjusted, star of the school soccer team while she is lonely, proud, and intensely private. But when Connell comes to pick his mother up from her housekeeping job at Marianne’s house, a strange and indelible connection grows between the two teenagers - one they are determined to conceal.  A year later, they’re both studying at Trinity College in Dublin. Marianne has found her feet in a new social world while Connell hangs at the sidelines, shy and uncertain. Throughout their years in college, Marianne and Connell circle one another, straying toward other people and possibilities but always magnetically, irresistibly drawn back together. Then, as she veers into self-destruction and he begins to search for meaning elsewhere, each must confront how far they are willing to go to save the other.  Sally Rooney brings her brilliant psychological acuity and perfectly spare prose to a story that explores the subtleties of class, the electricity of first love, and the complex entanglements of family and friendship.","nullFiction, Contemporary, Literary Fiction, Audiobook, Ireland, Adult, Coming Of Age"
"Lee","Victoria","The Electric Heir (Feverwake Series)","In the sequel to The Fever King , Noam Álvaro seeks to end tyranny before he becomes a tyrant himself. Six months after Noam Álvaro helped overthrow the despotic government of Carolinia, the Atlantians have gained citizenship, and Lehrer is chancellor. But despite Lehrer’s image as a progressive humanitarian leader, Noam has finally remembered the truth that Lehrer forced him to forget—that Lehrer is responsible for the deadly magic infection that ravaged Carolinia. Now that Noam remembers the full extent of Lehrer’s crimes, he’s determined to use his influence with Lehrer to bring him down for good. If Lehrer realizes Noam has evaded his control—and that Noam is plotting against him—Noam’s dead. So he must keep playing the role of Lehrer’s protégé until he can steal enough vaccine to stop the virus. Meanwhile Dara Shirazi returns to Carolinia, his magic stripped by the same vaccine that saved his life. But Dara’s attempts to ally himself with Noam prove that their methods for defeating Lehrer are violently misaligned. Dara fears Noam has only gotten himself more deeply entangled in Lehrer’s web. Sooner or later, playing double agent might cost Noam his life.","nullFantasy, Young Adult, LGBT, Science Fiction, Dystopia, Romance, Queer"
"Bunting","Eve","Smoky Night","In this Caldecott Medal-winning modern classic, a young boy and his mother witness the Los Angeles riots from the safety of shelter after being forced to leave their apartment.  Winner of the 1995 Caldecott Medal.  During the Los Angeles riots, Daniel and his mother witness the night's events unfold from the safety of shelter after they are forced to leave their apartment. “Diaz has not been afraid to take risks in illustrating the story with thickly textured paintings against a background of torn-paper and found-object collage. Without becoming cluttered or gimmicky, these pictures manage to capture a calamitous atmosphere that finally calms. . . . Both author and artist have managed to portray a politically charged event without pretense or preaching.”--The Bulletin","nullPicture Books, Childrens, Historical Fiction, Realistic Fiction, Fiction, Cultural, Family"
"Green","Katie","Lighter than My Shadow","Like most kids, Katie was a picky eater. She'd sit at the table in silent protest, hide uneaten toast in her bedroom, listen to parental threats that she'd have to eat it for breakfast.  But in any life a set of circumstance can collide, and normal behavior might soon shade into something sinister, something deadly.  Lighter Than My Shadow is a hand-drawn story of struggle and recovery, a trip into the black heart of a taboo illness, an exposure of those who are so weak as to prey on the vulnerable, and an inspiration to anybody who believes in the human power to endure towards happiness.","nullGraphic Novels, Nonfiction, Memoir, Mental Health, Comics, Graphic Novels Comics, Biography"
"Lorenzi","Natalie Dias","Flying the Dragon","American-born Skye knows very little of her Japanese heritage. Her father taught her to speak the language, but when their estranged Japanese family, including Skye's grandfather, suddenly move to the United States, Skye must be prepared to give up her All-Star soccer dreams to take Japanese lessons and to help her cousin, Hiroshi adapt to a new school. Hiroshi, likewise, must give up his home and his hopes of winning the rokkaku kite-fighting championship with Grandfather. Faced with language barriers, culture clashes and cousin rivalry, Skye and Hiroshi have a rocky start. But a greater shared loss brings them together. They learn to communicate, not only through language, but through a common heritage and sense of family honor. At the rokkaku contest at the annual Washington Cherry Blossom Festival, Hiroshi and Skye must work as a team in order to compete with the best.","nullMiddle Grade, Realistic Fiction, Fiction, Family, Childrens, Cultural, Young Adult"
"Stevenson","Robin","Under Threat","Franny is close to her parents, adores her horse and is head over heels in love with her girlfriend, Leah. But Franny's parents are abortion providers at the local hospital, and an anonymous stranger is prepared to do whatever it takes to stop them. A stranger who phones at all hours. Who knows where they live. Who knows Franny's name.  When Leah's older brother, Jake, refers to her parents as baby killers, Franny starts to wonder if perhaps the threats aren't coming from a stranger at all. If she tells the police about her suspicions, she could lose her girlfriend. But if she doesn't - and if she's right - she could lose her parents.","nullLGBT, Young Adult, Contemporary, Realistic Fiction, Fiction, Lesbian, Social Justice"
"Valentine","Jenny","Hello Now","From Carnegie Medal finalist Jenny Valentine comes a bold new story about love and second chances, perfect for fans of the popular film Sliding Doors and David Levithan's Every Day.  Jude's life is upended when his mother loses her job and moves them to a little town by the sea to live with Henry Lake--an eccentric old man with rooms to rent. Henry is odd, the town is dull, and worst of all, Jude feels out of place and alone.  So when Novo turns up in the house across the street, dressed all in black and looking unbearably handsome, Jude's summer takes an immediate turn for the better. But Novo isn't all that he seems to be--or maybe he's more than Jude can possibly understand. Novo is a time traveler, someone who wakes up in different places and at different points in time with utter regularity. He knows that each Now is fleeting, that each moment is only worth the energy it expends on itself, and that each experience he has will be lost to him before long.  But Jude and Novo form a bond that shifts reality for both of them. Unlike anything he's ever experienced, Jude begins to question what forever really means--only to find out that Novo knows that forever isn't real. And when things go horribly wrong, he and Novo are faced with an impossible question that may change both of their lives irreparably--what is worth sacrificing for love?  A stunningly written, compelling exploration of what it means to love and live in the moment that quite literally defies both logic and time.","nullYoung Adult, Fantasy, LGBT, Romance, Contemporary, Audiobook, Queer"
"Bulla","Clyde Robert","Eagle Feather","Eagle Feather owes a debt to his father's cousin, and must work it off during the summer. His father's cousin mistreats him, and finally Eagle Feather can bear it no longer and runs away. Can the eagle feather he finds along the way really give him the bravery to endure the long and hungry journey?","nullFiction, Historical Fiction, American History, Childrens"
"Collins","Orlagh","All the Invisible Things","A warm, witty, important story about being a young woman today, and what it's like to find a real connection amid all the noise. Perfect for fans of Holly Bourne and Laura Steven's The Exact Opposite of Okay.  Vetty's family is moving back to London, and all she can think about is seeing Pez again. They were inseparable when they were small - roaming the city in the long summers, sharing everything. But everyone's telling her it'll be different now. After all, a boy and a girl can't really be friends without feelings getting in the way, can they?  Vetty thinks differently ... until Pez tells her she's 'not like other girls'. But what does that even mean? Is it a good thing or not? Suddenly she's wondering whether she wants him to see her like the others - like the ultra-glamorous March, who's worked some sort of spell on Pez, or the girls in the videos that Pez has hidden on his laptop.  How can she measure up to them? And who says that's what a girl is to be like anyway?","nullLGBT, Young Adult, Contemporary, Queer, Romance, Fiction, Bisexual"
"Azmitia","M.","Rising Out","Anaya knows great things are expected of her: go to college, find a good man, and make her mother proud. But going to college means leaving behind her best friend, Eri. Eri is an Afrolatina transgender woman living in a closed-minded world and only Anaya knows her secret. The two decide to take a cross-country road trip, where Eri is finally able to open up to who she is, and Anaya finds out that she might be in love with her best friend.","nullYoung Adult, Romance, Poetry, LGBT, Queer"
"Scheeres","Julia","Jesus Land: A Memoir","For Julia Scheeres and her adopted brother David, ""Jesus Land"" stretched from their parents' fundamentalist home, past the hostilities of high school, and deep into a Christian reform school in the Dominican Republic. For these two teenagers - brother and sister, black and white - the 1980s were a trial by fire.  In this memoir, Scheeres takes us from the familiar Midwest, a land of cottonwood trees and trailer parks, to a place beyond her imagining. At home, the Scheeres kids must endure the usual trials of adolescence - high-school hormones, incessant bullying, and the deep-seated restlessness of social misfits everywhere - under the shadow of virulent racism neither knows how to contend with. When they start to crack (or fight back), they are packed off to Escuela Caribe. This brutal, prison-like ""Christian boot camp"" demands that its inhabitants repent for their sins - sins that few of them are aware of having committed. Julia and David's determination to make it though with heart and soul intact is told here with immediacy, candor, sparkling humor, and not an ounce of malice. Jesus Land is, on every page, a keenly moving ode to the sustaining power of love, and rebellion, and the dream of a perfect family.","nullMemoir, Nonfiction, Religion, Biography, Biography Memoir, Autobiography, Cults"
"King","Dedie","I See the Sun in Afghanistan","","null"
"Stevenson","Robin","Pride: Celebrating Diversity & Community","",""
